dataset,gene,position,effective_fraction,effective_sequences,null_p95,null_max
SARS-CoV-2,ORF1ab,1819,0.25,69685,0.010563632696570267,0.012546019553746821
SARS-CoV-2,ORF1ab,1819,0.1,27875,0.016155961728593994,0.020985993836170235
SARS-CoV-2,ORF1ab,1828,0.5,139368,0.007745831257956207,0.009334230273229374
SARS-CoV-2,ORF1ab,1828,0.25,69684,0.010571864225780084,0.012845328071064605
SARS-CoV-2,ORF1ab,1828,0.1,27875,0.016169428045600436,0.01888937943283418
SARS-CoV-2,ORF1ab,1837,0.5,139369,0.010181947720678052,0.01220794808978612
SARS-CoV-2,ORF1ab,1837,0.25,69685,0.0144312677783561,0.016325053313832046
SARS-CoV-2,ORF1ab,1837,0.1,27875,0.02275552367998422,0.027323909905482127
SARS-CoV-2,ORF1ab,1846,0.5,139369,0.007573248842669118,0.00889564142771216
SARS-CoV-2,ORF1ab,1846,0.25,69685,0.0106118087535267,0.012669767106631558
SARS-CoV-2,ORF1ab,1846,0.1,27875,0.01573883318163371,0.01884857138126885
SARS-CoV-2,ORF1ab,1855,0.5,139369,0.0074226393943557815,0.009593971968258432
SARS-CoV-2,ORF1ab,1855,0.25,69685,0.010537146877483333,0.012836426995117252
SARS-CoV-2,ORF1ab,1855,0.1,27875,0.01549682591028325,0.01918105639850548
SARS-CoV-2,ORF1ab,1864,0.5,139368,0.007535368182909274,0.009176397960382672
SARS-CoV-2,ORF1ab,1864,0.25,69684,0.010136453712556916,0.012810256986786362
SARS-CoV-2,ORF1ab,1864,0.1,27875,0.015170724232071265,0.01817412594293367
SARS-CoV-2,ORF1ab,1873,0.5,139369,0.007795742488137234,0.00975491355321375
SARS-CoV-2,ORF1ab,1873,0.25,69684,0.010865613372461506,0.0134183526923034
SARS-CoV-2,ORF1ab,1873,0.1,27875,0.016584634063861122,0.021906558360988364
SARS-CoV-2,ORF1ab,1882,0.5,139369,0.00753950565999051,0.009084587648075838
SARS-CoV-2,ORF1ab,1882,0.25,69685,0.010430022152029445,0.014207407356119148
SARS-CoV-2,ORF1ab,1882,0.1,27875,0.015897692028215716,0.020424378571461222
SARS-CoV-2,ORF1ab,1891,0.5,139369,0.007717972669779257,0.009490249605363467
SARS-CoV-2,ORF1ab,1891,0.25,69684,0.010552770853845378,0.013490327084956207
SARS-CoV-2,ORF1ab,1891,0.1,27875,0.01618655695691128,0.019194016574969646
SARS-CoV-2,ORF1ab,1900,0.5,139369,0.007442020890074318,0.008790091714754396
SARS-CoV-2,ORF1ab,1900,0.25,69684,0.010210676385616672,0.013083458660308033
SARS-CoV-2,ORF1ab,1900,0.1,27875,0.015186494733990114,0.01894993356188698
SARS-CoV-2,ORF1ab,1909,0.5,139368,0.007330504961468777,0.009034331555225863
SARS-CoV-2,ORF1ab,1909,0.25,69684,0.009756343031964501,0.01223968527634089
SARS-CoV-2,ORF1ab,1909,0.1,27875,0.013995179297956342,0.017121800390219082
SARS-CoV-2,ORF1ab,1918,0.5,139369,0.007724797376728156,0.009961951908755767
SARS-CoV-2,ORF1ab,1918,0.25,69684,0.010693894661937743,0.012646858221368138
SARS-CoV-2,ORF1ab,1918,0.1,27875,0.016288251351892526,0.021059435106814198
SARS-CoV-2,ORF1ab,1927,0.5,139368,0.0076942690366281095,0.009195809299377609
SARS-CoV-2,ORF1ab,1927,0.25,69684,0.010839252293228177,0.013134707107690389
SARS-CoV-2,ORF1ab,1927,0.1,27875,0.016093087911607476,0.020069212080511146
SARS-CoV-2,ORF1ab,1936,0.5,139369,0.007940147441662448,0.009759826801273071
SARS-CoV-2,ORF1ab,1936,0.25,69685,0.010957984990789411,0.013726012552055506
SARS-CoV-2,ORF1ab,1936,0.1,27875,0.017101440847210495,0.021087380273358675
SARS-CoV-2,ORF1ab,1945,0.5,139369,0.007083226465597094,0.008443994232103888
SARS-CoV-2,ORF1ab,1945,0.25,69684,0.009465056651033001,0.012099576880282287
SARS-CoV-2,ORF1ab,1945,0.1,27875,0.013361499567035274,0.016947784013166642
SARS-CoV-2,ORF1ab,1954,0.5,139368,0.007624900158488543,0.00932809796971843
SARS-CoV-2,ORF1ab,1954,0.25,69684,0.01045526943020441,0.012897988488685026
SARS-CoV-2,ORF1ab,1954,0.1,27875,0.015758591417341213,0.0192247141860588
SARS-CoV-2,ORF1ab,1963,0.5,139369,0.007705639383468447,0.009297593263171417
SARS-CoV-2,ORF1ab,1963,0.25,69685,0.010640509402437638,0.012542262854938122
SARS-CoV-2,ORF1ab,1963,0.1,27875,0.016373776564636594,0.02017578142255417
SARS-CoV-2,ORF1ab,1972,0.5,139368,0.0075535708254583925,0.010046975092651553
SARS-CoV-2,ORF1ab,1972,0.25,69684,0.010321240024744353,0.012586386744973085
SARS-CoV-2,ORF1ab,1972,0.1,27875,0.01581084499151298,0.0188337115274063
SARS-CoV-2,ORF1ab,1981,0.5,139369,0.007634382449876918,0.01017629125569064
SARS-CoV-2,ORF1ab,1981,0.25,69685,0.010474708073150459,0.01339524933517684
SARS-CoV-2,ORF1ab,1981,0.1,27875,0.015927635087772434,0.019441637249673814
SARS-CoV-2,ORF1ab,1990,0.5,139368,0.007373228670486232,0.008649953066705789
SARS-CoV-2,ORF1ab,1990,0.25,69684,0.010559722802337627,0.012879491548740022
SARS-CoV-2,ORF1ab,1990,0.1,27875,0.01565473705799123,0.020103115893120086
SARS-CoV-2,ORF1ab,1999,0.5,139370,0.007801892404706574,0.010201268546130042
SARS-CoV-2,ORF1ab,1999,0.25,69685,0.01105685783578784,0.012973037112977315
SARS-CoV-2,ORF1ab,1999,0.1,27875,0.01656607015711921,0.0196193637804091
SARS-CoV-2,ORF1ab,2008,0.5,139369,0.007876827015807459,0.010280446006663078
SARS-CoV-2,ORF1ab,2008,0.25,69684,0.011142037773505581,0.012745582644159297
SARS-CoV-2,ORF1ab,2008,0.1,27875,0.017333185673087344,0.021149547817844144
SARS-CoV-2,ORF1ab,2017,0.5,139369,0.007587776056761065,0.008619296744333753
SARS-CoV-2,ORF1ab,2017,0.25,69685,0.010669753076218985,0.013283088394291332
SARS-CoV-2,ORF1ab,2017,0.1,27875,0.016229794610046117,0.018791463317853318
SARS-CoV-2,ORF1ab,2026,0.5,139368,0.00778533076458583,0.009399707875312446
SARS-CoV-2,ORF1ab,2026,0.25,69684,0.010957456311809437,0.014453098683277812
SARS-CoV-2,ORF1ab,2026,0.1,27875,0.016664514208742428,0.020279693137697785
SARS-CoV-2,ORF1ab,2035,0.5,139369,0.007814445239357518,0.010135794085411869
SARS-CoV-2,ORF1ab,2035,0.25,69685,0.010713533471364773,0.01293084478459682
SARS-CoV-2,ORF1ab,2035,0.1,27875,0.016161013281631716,0.019548178479152117
SARS-CoV-2,ORF1ab,2044,0.5,139369,0.007618119862036715,0.010014626837306384
SARS-CoV-2,ORF1ab,2044,0.25,69684,0.010598892795190929,0.014532957224928979
SARS-CoV-2,ORF1ab,2044,0.1,27875,0.016203493691323023,0.019080072242175006
SARS-CoV-2,ORF1ab,2053,0.5,139369,0.00795930743646675,0.009654605193830023
SARS-CoV-2,ORF1ab,2053,0.25,69684,0.010766668055168955,0.01459418669776487
SARS-CoV-2,ORF1ab,2053,0.1,27875,0.01667722024399728,0.02016465588723361
SARS-CoV-2,ORF1ab,2062,0.5,139369,0.007921919197297574,0.009979186532111172
SARS-CoV-2,ORF1ab,2062,0.25,69684,0.010908333264415763,0.013949661246875193
SARS-CoV-2,ORF1ab,2062,0.1,27875,0.017070130116893376,0.021807387353580343
SARS-CoV-2,ORF1ab,2071,0.5,139370,0.007511939079423986,0.009346613197950033
SARS-CoV-2,ORF1ab,2071,0.25,69685,0.010190038443551033,0.012362559325081629
SARS-CoV-2,ORF1ab,2071,0.1,27875,0.014869410185580068,0.018547214820704525
SARS-CoV-2,ORF1ab,2080,0.5,139370,0.007229655726095224,0.008420521579563453
SARS-CoV-2,ORF1ab,2080,0.25,69685,0.009921746572371793,0.013281691712729096
SARS-CoV-2,ORF1ab,2080,0.1,27875,0.014525710437187155,0.018248053721247205
SARS-CoV-2,ORF1ab,2089,0.5,139368,0.007492738219259016,0.008717234727665375
SARS-CoV-2,ORF1ab,2089,0.25,69684,0.010227278169967961,0.012746500013764334
SARS-CoV-2,ORF1ab,2089,0.1,27875,0.015339548583205525,0.019600477115383284
SARS-CoV-2,ORF1ab,2098,0.5,139369,0.007626816594546284,0.009174213844878973
SARS-CoV-2,ORF1ab,2098,0.25,69685,0.010391179907185398,0.01225036086710573
SARS-CoV-2,ORF1ab,2098,0.1,27875,0.015723135853622627,0.018324856545325053
SARS-CoV-2,ORF1ab,2107,0.5,139369,0.007189477762510939,0.00846136948263244
SARS-CoV-2,ORF1ab,2107,0.25,69685,0.009731968065526064,0.012139358850205456
SARS-CoV-2,ORF1ab,2107,0.1,27875,0.013789683877843531,0.01802487072982299
SARS-CoV-2,ORF1ab,2116,0.5,139369,0.007615986538796112,0.009630864407282162
SARS-CoV-2,ORF1ab,2116,0.25,69684,0.01044950777761656,0.012558905202880274
SARS-CoV-2,ORF1ab,2116,0.1,27875,0.016290176892573,0.01904031340418147
SARS-CoV-2,ORF1ab,2125,0.5,139368,0.010341406115781708,0.012563312244288569
SARS-CoV-2,ORF1ab,2125,0.25,69684,0.014445391807922536,0.017197424400722715
SARS-CoV-2,ORF1ab,2125,0.1,27875,0.02241580744112865,0.026975989998365337
SARS-CoV-2,ORF1ab,2134,0.5,139368,0.007694924991038215,0.010318676593120654
SARS-CoV-2,ORF1ab,2134,0.25,69684,0.010679052723778596,0.01304150112626519
SARS-CoV-2,ORF1ab,2134,0.1,27875,0.016322031127724734,0.02165239180037537
SARS-CoV-2,ORF1ab,2143,0.5,139370,0.007541966868027693,0.010315537521545308
SARS-CoV-2,ORF1ab,2143,0.25,69685,0.010336767573238655,0.012653566552482688
SARS-CoV-2,ORF1ab,2143,0.1,27875,0.015450512748016508,0.020133536621276853
SARS-CoV-2,ORF1ab,2152,0.5,139369,0.007409976783781887,0.008693282300442456
SARS-CoV-2,ORF1ab,2152,0.25,69685,0.010033168042028265,0.013385400577422601
SARS-CoV-2,ORF1ab,2152,0.1,27875,0.014662739859141535,0.017968446140461492
SARS-CoV-2,ORF1ab,2161,0.5,139370,0.007682295823074992,0.00993462335939544
SARS-CoV-2,ORF1ab,2161,0.25,69685,0.010820801987752917,0.01376534828150348
SARS-CoV-2,ORF1ab,2161,0.1,27875,0.01603173007770669,0.019074438835969546
SARS-CoV-2,ORF1ab,2170,0.5,139368,0.007655924455080496,0.008777838061093033
SARS-CoV-2,ORF1ab,2170,0.25,69684,0.010368803510530262,0.012582660438680875
SARS-CoV-2,ORF1ab,2170,0.1,27875,0.01516380599680901,0.01943408556487493
SARS-CoV-2,ORF1ab,2179,0.5,139370,0.007683825179586545,0.00974776545047704
SARS-CoV-2,ORF1ab,2179,0.25,69685,0.010915519991694676,0.012997607169415082
SARS-CoV-2,ORF1ab,2179,0.1,27875,0.01677171744456173,0.020592998910549668
SARS-CoV-2,ORF1ab,2188,0.5,139370,0.007891140853224475,0.00971435498996448
SARS-CoV-2,ORF1ab,2188,0.25,69685,0.011076672933911196,0.012691827850213062
SARS-CoV-2,ORF1ab,2188,0.1,27875,0.01720868804645644,0.02106486255092111
SARS-CoV-2,ORF1ab,2197,0.5,139370,0.00784623764395783,0.009042347735175043
SARS-CoV-2,ORF1ab,2197,0.25,69685,0.011177296239950712,0.01357862080631361
SARS-CoV-2,ORF1ab,2197,0.1,27875,0.016721454085199622,0.019265541102894548
SARS-CoV-2,ORF1ab,2206,0.5,139368,0.007542098003709566,0.009280765636807792
SARS-CoV-2,ORF1ab,2206,0.25,69684,0.010185573729942977,0.012124304950846009
SARS-CoV-2,ORF1ab,2206,0.1,27875,0.015153608022623498,0.019354176379226807
SARS-CoV-2,ORF1ab,2215,0.5,139369,0.007858673378774694,0.010331853350284513
SARS-CoV-2,ORF1ab,2215,0.25,69684,0.010739324124146974,0.012404588950901038
SARS-CoV-2,ORF1ab,2215,0.1,27875,0.016645545265006736,0.02048882190725531
SARS-CoV-2,ORF1ab,2224,0.5,139370,0.007620879281769876,0.009683034635331779
SARS-CoV-2,ORF1ab,2224,0.25,69685,0.010688366483194798,0.013385162039023887
SARS-CoV-2,ORF1ab,2224,0.1,27875,0.016316802409585975,0.01941241961947309
SARS-CoV-2,ORF1ab,2233,0.5,139369,0.00752101193460701,0.009163508723260232
SARS-CoV-2,ORF1ab,2233,0.25,69684,0.010446529965098414,0.013092761424582862
SARS-CoV-2,ORF1ab,2233,0.1,27875,0.015078482306059108,0.019329060362109483
SARS-CoV-2,ORF1ab,2242,0.5,139368,0.007634545466505477,0.009425003435775028
SARS-CoV-2,ORF1ab,2242,0.25,69684,0.010773544561711658,0.012324599024723455
SARS-CoV-2,ORF1ab,2242,0.1,27875,0.01644074388738137,0.01900111246257085
SARS-CoV-2,ORF1ab,2251,0.5,139369,0.00769923992847188,0.009589558526854693
SARS-CoV-2,ORF1ab,2251,0.25,69685,0.010633165709991668,0.01264649432739337
SARS-CoV-2,ORF1ab,2251,0.1,27875,0.01578793731668674,0.021940826804381072
SARS-CoV-2,ORF1ab,2260,0.5,139370,0.007495350474662168,0.009469563550991766
SARS-CoV-2,ORF1ab,2260,0.25,69685,0.010444159757515408,0.01240294867676559
SARS-CoV-2,ORF1ab,2260,0.1,27875,0.015842630652522224,0.019058050558027038
SARS-CoV-2,ORF1ab,2269,0.5,139370,0.007689211536092492,0.009404665524832044
SARS-CoV-2,ORF1ab,2269,0.25,69685,0.010577612351642788,0.012767249064743608
SARS-CoV-2,ORF1ab,2269,0.1,27875,0.016093333180923423,0.020242396992175202
SARS-CoV-2,ORF1ab,2278,0.5,139369,0.007492431965816144,0.008942509617517299
SARS-CoV-2,ORF1ab,2278,0.25,69684,0.010373809316519043,0.01209909184479863
SARS-CoV-2,ORF1ab,2278,0.1,27875,0.015613605810148486,0.02024289054546966
SARS-CoV-2,ORF1ab,2287,0.5,139368,0.007091831268025307,0.009277449362478074
SARS-CoV-2,ORF1ab,2287,0.25,69684,0.009372873758871421,0.012269220882231407
SARS-CoV-2,ORF1ab,2287,0.1,27875,0.0138318058744102,0.01692895236025663
SARS-CoV-2,ORF1ab,2296,0.5,139370,0.007701301230878514,0.009225079397554355
SARS-CoV-2,ORF1ab,2296,0.25,69685,0.010373063118970955,0.012651615486729597
SARS-CoV-2,ORF1ab,2296,0.1,27875,0.0156809411978464,0.019208632063503445
SARS-CoV-2,ORF1ab,2305,0.5,139369,0.007592744506975227,0.009325593611818386
SARS-CoV-2,ORF1ab,2305,0.25,69685,0.010679627897213802,0.01218037881292657
SARS-CoV-2,ORF1ab,2305,0.1,27875,0.016147906083713526,0.02181278474500782
SARS-CoV-2,ORF1ab,2314,0.5,139368,0.007598767126077042,0.009161513122536614
SARS-CoV-2,ORF1ab,2314,0.25,69684,0.010312672121498185,0.012218391277665965
SARS-CoV-2,ORF1ab,2314,0.1,27875,0.014930655351887055,0.01761002953229778
SARS-CoV-2,ORF1ab,2323,0.5,139369,0.007671611694662644,0.009765439887419689
SARS-CoV-2,ORF1ab,2323,0.25,69684,0.010620669783071414,0.013301666478232367
SARS-CoV-2,ORF1ab,2323,0.1,27875,0.016004166423254453,0.019825980848788997
SARS-CoV-2,ORF1ab,2332,0.5,139369,0.010243864666633103,0.01174818843744191
SARS-CoV-2,ORF1ab,2332,0.25,69685,0.014098059758470423,0.016636362569232854
SARS-CoV-2,ORF1ab,2332,0.1,27875,0.021630188860243406,0.026186346495342922
SARS-CoV-2,ORF1ab,2341,0.5,139369,0.007458767899062939,0.009051086412932702
SARS-CoV-2,ORF1ab,2341,0.25,69685,0.010399577737408865,0.012047824348182596
SARS-CoV-2,ORF1ab,2341,0.1,27875,0.015357235819921489,0.018864816472549475
SARS-CoV-2,ORF1ab,2350,0.5,139370,0.007626637511188798,0.009230109331352186
SARS-CoV-2,ORF1ab,2350,0.25,69685,0.010537225061478842,0.013265982118316125
SARS-CoV-2,ORF1ab,2350,0.1,27875,0.015555592563550475,0.02156050042322272
SARS-CoV-2,ORF1ab,2359,0.5,139369,0.007702819314781073,0.009397182461327735
SARS-CoV-2,ORF1ab,2359,0.25,69684,0.010548546491506978,0.013202987933669783
SARS-CoV-2,ORF1ab,2359,0.1,27875,0.01599229183192629,0.01980828635522791
SARS-CoV-2,ORF1ab,2368,0.5,139369,0.007327046590856289,0.008921062749182206
SARS-CoV-2,ORF1ab,2368,0.25,69684,0.009633463525231792,0.011770189347550105
SARS-CoV-2,ORF1ab,2368,0.1,27875,0.01401023250870854,0.017846021628393625
SARS-CoV-2,ORF1ab,2377,0.5,139370,0.007809353148173666,0.010021308385920533
SARS-CoV-2,ORF1ab,2377,0.25,69685,0.010629566506084183,0.012980692429547807
SARS-CoV-2,ORF1ab,2377,0.1,27875,0.01654877713673245,0.01976070201135246
SARS-CoV-2,ORF1ab,2386,0.5,139369,0.01037961274416785,0.012144477592988779
SARS-CoV-2,ORF1ab,2386,0.25,69685,0.014419452680500848,0.01690113618934365
SARS-CoV-2,ORF1ab,2386,0.1,27875,0.022138562267499242,0.026399673996231613
SARS-CoV-2,ORF1ab,2395,0.5,139369,0.007614988617761879,0.009001894521608156
SARS-CoV-2,ORF1ab,2395,0.25,69684,0.01036984903769301,0.01196076224695533
SARS-CoV-2,ORF1ab,2395,0.1,27875,0.015451634961468251,0.01781537686695581
SARS-CoV-2,ORF1ab,2404,0.5,139370,0.007650854407111287,0.009246698850800648
SARS-CoV-2,ORF1ab,2404,0.25,69685,0.010595263291449978,0.0125082517481461
SARS-CoV-2,ORF1ab,2404,0.1,27875,0.01584626187757635,0.01917386808581426
SARS-CoV-2,ORF1ab,2413,0.5,139370,0.00716873980250329,0.009071848830725076
SARS-CoV-2,ORF1ab,2413,0.25,69685,0.009795762721316723,0.012169708085731137
SARS-CoV-2,ORF1ab,2413,0.1,27875,0.01386033870850492,0.01830814349789417
SARS-CoV-2,ORF1ab,2422,0.5,139369,0.010208737034216242,0.011908119023052888
SARS-CoV-2,ORF1ab,2422,0.25,69685,0.01393277556162831,0.01620712851698946
SARS-CoV-2,ORF1ab,2422,0.1,27875,0.021080672927182742,0.024403196422381597
SARS-CoV-2,ORF1ab,2431,0.5,139369,0.007446370489073629,0.009334448314523491
SARS-CoV-2,ORF1ab,2431,0.25,69685,0.010451688714076025,0.012420661793252854
SARS-CoV-2,ORF1ab,2431,0.1,27875,0.016110025495392654,0.019342630059854985
SARS-CoV-2,ORF1ab,2440,0.5,139368,0.0078014986287313634,0.010958575916554504
SARS-CoV-2,ORF1ab,2440,0.25,69684,0.01093463465002397,0.01311629947068366
SARS-CoV-2,ORF1ab,2440,0.1,27875,0.01685220567857224,0.020302967466088024
SARS-CoV-2,ORF1ab,2449,0.5,139369,0.007444885507289221,0.009045341216872773
SARS-CoV-2,ORF1ab,2449,0.25,69685,0.010184328250696251,0.012738093941305222
SARS-CoV-2,ORF1ab,2449,0.1,27875,0.01475487958333682,0.0184877522414358
SARS-CoV-2,ORF1ab,2458,0.5,139369,0.0076246757890645845,0.009121172759487315
SARS-CoV-2,ORF1ab,2458,0.25,69685,0.010531920004665574,0.013300683863174725
SARS-CoV-2,ORF1ab,2458,0.1,27875,0.015624212597749485,0.02015704546254523
SARS-CoV-2,ORF1ab,2467,0.5,139369,0.007274399946202299,0.00951003193980681
SARS-CoV-2,ORF1ab,2467,0.25,69685,0.009754113512807566,0.012290994122042202
SARS-CoV-2,ORF1ab,2467,0.1,27875,0.013693794602288574,0.01892246499584524
SARS-CoV-2,ORF1ab,2476,0.5,139369,0.01027460286416745,0.012717791711987819
SARS-CoV-2,ORF1ab,2476,0.25,69684,0.014307811607200089,0.016103806914696768
SARS-CoV-2,ORF1ab,2476,0.1,27875,0.02208685093690094,0.02711076068711691
SARS-CoV-2,ORF1ab,2485,0.5,139368,0.0072963673726343424,0.008985825085734298
SARS-CoV-2,ORF1ab,2485,0.25,69684,0.01018788723131488,0.01311307500959179
SARS-CoV-2,ORF1ab,2485,0.1,27875,0.01454607921848,0.018629771941510317
SARS-CoV-2,ORF1ab,2494,0.5,139368,0.00723827342699303,0.008651824471794953
SARS-CoV-2,ORF1ab,2494,0.25,69684,0.009931004680954831,0.01208200308121768
SARS-CoV-2,ORF1ab,2494,0.1,27875,0.013970508696674124,0.01756946607006652
SARS-CoV-2,ORF1ab,2503,0.5,139368,0.007598921336699427,0.00967051172034837
SARS-CoV-2,ORF1ab,2503,0.25,69684,0.010416472409232635,0.012797799565460606
SARS-CoV-2,ORF1ab,2503,0.1,27875,0.015408622239050969,0.019490312331286345
SARS-CoV-2,ORF1ab,2512,0.5,139370,0.007764076508817364,0.009753026493036564
SARS-CoV-2,ORF1ab,2512,0.25,69685,0.010966240003508649,0.013873278298733843
SARS-CoV-2,ORF1ab,2512,0.1,27875,0.017048892744237494,0.02090383366627343
SARS-CoV-2,ORF1ab,2521,0.5,139369,0.010205495438705928,0.012006344096820148
SARS-CoV-2,ORF1ab,2521,0.25,69684,0.014530993984623312,0.017072421491762836
SARS-CoV-2,ORF1ab,2521,0.1,27875,0.022438241001121403,0.0267497651658904
SARS-CoV-2,ORF1ab,2530,0.5,139369,0.007162928823470483,0.008742130194777981
SARS-CoV-2,ORF1ab,2530,0.25,69685,0.009733440912173541,0.01144970085855056
SARS-CoV-2,ORF1ab,2530,0.1,27875,0.013878646150134032,0.017651525507996556
SARS-CoV-2,ORF1ab,2539,0.5,139370,0.0075143018779595845,0.008897118211721655
SARS-CoV-2,ORF1ab,2539,0.25,69685,0.010105339940491745,0.012163774926734637
SARS-CoV-2,ORF1ab,2539,0.1,27875,0.014888856321232836,0.018693569260672248
SARS-CoV-2,ORF1ab,2548,0.5,139368,0.007586867708695094,0.010593648467524683
SARS-CoV-2,ORF1ab,2548,0.25,69684,0.010715438795335867,0.013044645773396748
SARS-CoV-2,ORF1ab,2548,0.1,27875,0.016168837736248803,0.019714857655365823
SARS-CoV-2,ORF1ab,2557,0.5,139370,0.007712063803882062,0.009443741156280496
SARS-CoV-2,ORF1ab,2557,0.25,69685,0.010428500806265586,0.0123102821814703
SARS-CoV-2,ORF1ab,2557,0.1,27875,0.015672196547741022,0.019344527763482857
SARS-CoV-2,ORF1ab,2566,0.5,139369,0.010307615283448947,0.01217728293510402
SARS-CoV-2,ORF1ab,2566,0.25,69684,0.014692497813210975,0.016666985562060012
SARS-CoV-2,ORF1ab,2566,0.1,27875,0.022885638364068404,0.02628178665618904
SARS-CoV-2,ORF1ab,2575,0.5,139369,0.007787333504744912,0.008919975972810789
SARS-CoV-2,ORF1ab,2575,0.25,69684,0.0107160778370954,0.013170656120440064
SARS-CoV-2,ORF1ab,2575,0.1,27875,0.01638537971743277,0.01974503477489128
SARS-CoV-2,ORF1ab,2584,0.5,139369,0.007415686325467202,0.009551660382848565
SARS-CoV-2,ORF1ab,2584,0.25,69685,0.010424372587500228,0.012436574935765452
SARS-CoV-2,ORF1ab,2584,0.1,27875,0.015319889526549316,0.018312744899446145
SARS-CoV-2,ORF1ab,2593,0.5,139369,0.007540471371565179,0.009336640136916246
SARS-CoV-2,ORF1ab,2593,0.25,69685,0.010456356672165507,0.012921643761308612
SARS-CoV-2,ORF1ab,2593,0.1,27875,0.01565389223694651,0.02147225515473831
SARS-CoV-2,ORF1ab,2602,0.5,139370,0.007641733869303671,0.009250327645280535
SARS-CoV-2,ORF1ab,2602,0.25,69685,0.010914471629452013,0.01316895441156433
SARS-CoV-2,ORF1ab,2602,0.1,27875,0.01636586515594988,0.021496638713665302
SARS-CoV-2,ORF1ab,2611,0.5,139369,0.007672999964216585,0.008852763575905273
SARS-CoV-2,ORF1ab,2611,0.25,69685,0.010710217243770909,0.013111360216429955
SARS-CoV-2,ORF1ab,2611,0.1,27875,0.01615981291748388,0.020242432317378666
SARS-CoV-2,ORF1ab,2620,0.5,139369,0.007488242875120541,0.009338760718491984
SARS-CoV-2,ORF1ab,2620,0.25,69685,0.010560565640294076,0.01249824528063322
SARS-CoV-2,ORF1ab,2620,0.1,27875,0.01584559663078121,0.020039518588103863
SARS-CoV-2,ORF1ab,2629,0.5,139368,0.007803623852126134,0.01008982642866052
SARS-CoV-2,ORF1ab,2629,0.25,69684,0.010967402480970638,0.013639262056438273
SARS-CoV-2,ORF1ab,2629,0.1,27875,0.016686432425692368,0.021044651909320783
SARS-CoV-2,ORF1ab,2638,0.5,139370,0.007680093836664331,0.010069780827267826
SARS-CoV-2,ORF1ab,2638,0.25,69685,0.0107048572323388,0.013480982364699726
SARS-CoV-2,ORF1ab,2638,0.1,27875,0.01636331119955979,0.018852350775070286
SARS-CoV-2,ORF1ab,2647,0.5,139370,0.007605855496528516,0.009617891474239904
SARS-CoV-2,ORF1ab,2647,0.25,69685,0.010639425892752645,0.012995576267460163
SARS-CoV-2,ORF1ab,2647,0.1,27875,0.016311130605568804,0.02086442029534257
SARS-CoV-2,ORF1ab,2656,0.5,139369,0.0075026230902803005,0.009335435740797022
SARS-CoV-2,ORF1ab,2656,0.25,69684,0.010415960288789857,0.012903638629315812
SARS-CoV-2,ORF1ab,2656,0.1,27875,0.0154602290396717,0.018267123667553273
SARS-CoV-2,ORF1ab,2665,0.5,139369,0.00772424703994863,0.009394731500290876
SARS-CoV-2,ORF1ab,2665,0.25,69684,0.010779340254696887,0.012678270588340415
SARS-CoV-2,ORF1ab,2665,0.1,27875,0.01640238045409461,0.01915597073761037
SARS-CoV-2,ORF1ab,2674,0.5,139369,0.0077858426907233685,0.008878125196423357
SARS-CoV-2,ORF1ab,2674,0.25,69685,0.010764205032505088,0.013248954876873626
SARS-CoV-2,ORF1ab,2674,0.1,27875,0.016644788194953873,0.021599383390893994
SARS-CoV-2,ORF1ab,2683,0.5,139369,0.010273692655813734,0.011569589129650627
SARS-CoV-2,ORF1ab,2683,0.25,69685,0.01455141261938795,0.017080488103259652
SARS-CoV-2,ORF1ab,2683,0.1,27875,0.02288311766814645,0.027446634025715736
SARS-CoV-2,ORF1ab,2692,0.5,139369,0.007122341188187775,0.008957164477109024
SARS-CoV-2,ORF1ab,2692,0.25,69684,0.009642479858532461,0.011564183343456809
SARS-CoV-2,ORF1ab,2692,0.1,27875,0.013727418417717034,0.01779715142538301
SARS-CoV-2,ORF1ab,2701,0.5,139368,0.00786653682195524,0.009388682347104877
SARS-CoV-2,ORF1ab,2701,0.25,69684,0.010894536111671873,0.012753772525614422
SARS-CoV-2,ORF1ab,2701,0.1,27875,0.01670796022315855,0.0213334805183536
SARS-CoV-2,ORF1ab,2710,0.5,139369,0.007747057343007151,0.009766238646122185
SARS-CoV-2,ORF1ab,2710,0.25,69684,0.010488915409896916,0.0129201173426464
SARS-CoV-2,ORF1ab,2710,0.1,27875,0.01604752746086427,0.021112800883739617
SARS-CoV-2,ORF1ab,2719,0.5,139369,0.007299704057503544,0.009137961591288176
SARS-CoV-2,ORF1ab,2719,0.25,69685,0.00992370290195738,0.012072392170113107
SARS-CoV-2,ORF1ab,2719,0.1,27875,0.014117444564466515,0.016912899742515818
SARS-CoV-2,ORF1ab,2728,0.5,139368,0.007485666628463628,0.010027144929251325
SARS-CoV-2,ORF1ab,2728,0.25,69684,0.010262984540335533,0.012286175125443185
SARS-CoV-2,ORF1ab,2728,0.1,27875,0.015096743249811103,0.020486770324641915
SARS-CoV-2,ORF1ab,2737,0.5,139369,0.0077950949782893955,0.009233925297965972
SARS-CoV-2,ORF1ab,2737,0.25,69684,0.011038060186664277,0.014699988727952798
SARS-CoV-2,ORF1ab,2737,0.1,27875,0.01739985689902198,0.01956510141751121
SARS-CoV-2,ORF1ab,2746,0.5,139370,0.007387960715775605,0.00876817523515086
SARS-CoV-2,ORF1ab,2746,0.25,69685,0.009654031864194217,0.011916344669375013
